Источник,Год публикации,Автор,Страна,Место,Ссылка,Широта ,Долгота,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Тобольский р-н: с. Абалак,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.900,68.650,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Тобольский р-н: д. Овсянникова,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.750,68.350,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Вагайский р-н: окр. с. Бегишево,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.500,68.250,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Вагайский р-н: окр. д. Доронина,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.467,68.217,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Вагайский р-н: ПП «Рахимовский»,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.450,68.200,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Вагайский р-н: окр. д. Юрмы,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.433,68.150,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Нижнетавдинский р-н: окр. оз. Кучак,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.200,66.033,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Ишимский р-н: Песьяновский заказник,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,56.433,69.300,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Ярковский р-н: окр. оз. Тамырлы,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.200,68.200,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Ярковский р-н: окр. оз. Петигуль,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,57.300,68.350,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Бердюжский р-н: с. Бердюжье,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,55.800,68.300,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Бердюжский р-н: окр. с. Половинное,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,55.583,68.317,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Казанский р-н: окр. д. Новоалександровка,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,55.600,68.500,
"Spatial patterns and habitat differentiation of the beetle (Insecta: Coleoptera) fauna of protected areas in the Eastern Carpathians (Ivano-Frankivsk region, Ukraine)",2020,"А. М. Сумароков, А. М. Заморока",Украина,гора Пожижевская,http://entomology.kharkiv.ua/index.php/KhESG/article/view/40,48.633,23.750,
"Твердокрилі (Insecta, Coleoptera) м. Ужгорода",2006,"О. Ю. Мателешко, В. Г. Рошко",Украина,г. Ужгород,https://dspace.uzhnu.edu.ua/items/2c1052de-5a88-414a-a74d-92f1911e5c3e,48.617,22.300,
Abhandlungen aus dem westfälischell Museum für Naturkunde,1992,"Bernd Grundmann, Ludwig Erbeling",Германия,г. Плеттенберг,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjfgKrxu-yTAxXoExAIHZnHEtEQFnoECBwQAQ&url=https%3A%2F%2Fwww.lwl.org%2Fwmfn-download%2FAbhandlungen%2FAbh_54(2)1992.pdf&usg=AOvVaw2Y7MMWtwFFfApvmqxvnWHA&opi=89978449,51.209,7.883,
Coleotterofauna del Massiccio del Pollino (Basilicata-Calabria) (Coleoptera),1986,Fernando Angelini,Италия,Parco nazionale del Pollino,http://ojs.cimedoc.uniba.it/index.php/entomol/article/view/600,39.969,16.190,
"Зимівля імаго твердокрилих (Insecta, Coleoptera) у південно-західних передгір’ях Українських Карпат",2007,О.Ю. Мателешко,Украина,Закарпатская обл.: Ужгородський р-н,https://dspace.uzhnu.edu.ua/items/c41a5b8a-06c4-4a65-acdd-5097c1a343ac,48.621,22.300,
"Зимівля імаго твердокрилих (Insecta, Coleoptera) у південно-західних передгір’ях Українських Карпат",2007,О.Ю. Мателешко,Украина,Закарпатская обл.: Мукачевский р-н,https://dspace.uzhnu.edu.ua/items/c41a5b8a-06c4-4a65-acdd-5097c1a343ac,48.462,22.700,
"Зимівля імаго твердокрилих (Insecta, Coleoptera) у південно-західних передгір’ях Українських Карпат",2007,О.Ю. Мателешко,Украина,Закарпатская обл.: Иршавский р-н,https://dspace.uzhnu.edu.ua/items/c41a5b8a-06c4-4a65-acdd-5097c1a343ac,48.317,23.083,
"Зимівля імаго твердокрилих (Insecta, Coleoptera) у південно-західних передгір’ях Українських Карпат",2007,О.Ю. Мателешко,Украина,Закарпатская обл.: Виноградовский р-н,https://dspace.uzhnu.edu.ua/items/c41a5b8a-06c4-4a65-acdd-5097c1a343ac,48.150,23.000,
"Зимівля імаго твердокрилих (Insecta, Coleoptera) у південно-західних передгір’ях Українських Карпат",2007,О.Ю. Мателешко,Украина,Закарпатская обл.: Хустский р-н,https://dspace.uzhnu.edu.ua/items/c41a5b8a-06c4-4a65-acdd-5097c1a343ac,48.183,23.283,
К изучению златок (Coleoptera: Buprestidae) Киевской области Украины,2015,"А.В. Прохоров, Ю.С. Васильева",Украина,г. Киев,http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/Vkhet_2015_23_2_4.pdf,50.450,30.523,
"Liste des coléoptères observés dans l’ancienne carrière sablonneuse de Vance (Province de Luxembourg, Belgique) ",2009,"Maurice Delwaide, Yves Thieren",Бельгия,г. Люксембург,https://popups.uliege.be/2030-6318/index.php?id=1201&file=1&pid=1192,49.611,6.131,
"Первые результаты изучения жуков-златок (Coleoptera, Buprestidae) национального природного парка «Двуречанский» ",2014,"В.В.Терехова, Ю.Е.Скрыльник",Украина,парк «Двуречанский»,http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/VKhb_2014_1097_19_10.pdf,49.784,37.091,
Новые данные о жуках-златках (Coleoptera: Buprestidae) юго-востока Украины,2008,А.В. Прохоров,Украина,г. Донецк,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307509255_New_data_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_south-eastern_Ukraine/links/57c6e9f808aefc4af34c76ba/New-data-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-south-eastern-Ukraine.pdf,48.000,37.800,
Новые данные о жуках-златках (Coleoptera: Buprestidae) юго-востока Украины,2008,А.В. Прохоров,Украина,г. Луганск,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307509255_New_data_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_south-eastern_Ukraine/links/57c6e9f808aefc4af34c76ba/New-data-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-south-eastern-Ukraine.pdf,48.567,39.317,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Волынская обл.: Любешовский р-н,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,51.767,25.500,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Волынская обл.: Маневичский р-н,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,51.317,25.533,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Волынская обл.: Камень-Каширский р-н,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,51.633,24.967,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Волынская обл.: Ковельский р-н,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,51.233,24.750,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Волынская обл.: Любомльский р-н,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,51.500,24.033,
"Жуки-златки (Coleoptera, Buprestidae) Павлодарской области (Северный Казахстан)",2017,А.М . Тлеппаева,Казахстан,гора Баянаул,https://rmebrk.kz/journals/3436/59592.pdf#page=95,50.800,75.667,
Эколого-биологическая характеристика жесткокрылых (Coleoptera) Медведевского леса,2022,"Л.В. Асеев, А.П. Тяпкина",Россия,г. Орел: Медведевский лес,https://elibrary.ru/download/elibrary_59938795_58244759.pdf#page=47,53.033,36.133,
"К познанию фауны жуков-листоедов (Coleoptera, Chrysomelidae) заповедника «Ягорлык»",2006,А.Г. Мосейко ,Россия,заповедник Ягорлык,https://www.researchgate.net/profile/Ilya-Trombitsky/publication/370591255_Zapovednik_Agorlyk_Tiraspol_Eco-Tiras_2006/links/6457bd985762c95ac37abd65/Zapovednik-Agorlyk-Tiraspol-Eco-Tiras-2006.pdf#page=145,47.533,28.983,
Diversity of saproxylic beetles (Hexapoda: Coleoptera) in clear-cut sites with removed and retained stumps in central Latvia,2014,Inese Kivleniece et al.,Латвия,Огрский край: село Огресгалс ,https://www.academia.edu/download/64584913/Diversity_of_saproxylic_beetles_Hexapod20201002-11127-1ssus0e.pdf,56.817,24.667,
Формирование группировок насекомых-фитофагов на ветровальниках Урала,2004,Ю.Е. Михайлов,Россия,Свердловская обл.: Нижне-Сергинский лесхоз: «Верхние Серги»,http://elar.usfeu.ru/handle/123456789/5798,57.683,59.633,
Формирование группировок насекомых-фитофагов на ветровальниках Урала,2004,Ю.Е. Михайлов,Россия,Свердловская обл.: Ново-Лялинский лесхоз: «Шайтанка»,http://elar.usfeu.ru/handle/123456789/5798,59.448,60.015,
Insektinventering på Mustad N ved Lilleaker i Oslo,2011,Stefan Olberg,Норвегия,г. Осло,https://lager.biofokus.no/biofokus-notat/biofokusnotat2011-3.pdf,59.913,10.739,
Beetles (Coleoptera) of the Rogów region. Part VIII – jewel beetles (Buprestidae),2016,Jerzy Borowski,Польша,дер. Рогув: урочище Górki ,https://scholar.archive.org/work/emtcjcglkjfw5eme5vfi6rkjd4/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2015/10/WSN-40-2016-211-222.pdf,51.826,19.883,
Beetles (Coleoptera) of the Rogów region. Part VIII – jewel beetles (Buprestidae),2016,Jerzy Borowski,Польша,дер. Рогув: дендрологический сад Варшавского университета естественных наук,https://scholar.archive.org/work/emtcjcglkjfw5eme5vfi6rkjd4/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2015/10/WSN-40-2016-211-222.pdf,51.826,19.883,
"Jewel Beetles (Coleoptera, Buprestidae) of the Central Sikhote-Alin Range, Primorskii Territory, Russia",2022,"М. Г. Волкович, М. Е. Сергеев, Р. Крулик",Россия,заповедник Удэгейская легенда,https://link.springer.com/article/10.1134/S0013873822070107,45.818,135.413,
"Jewel Beetles (Coleoptera, Buprestidae) of the Central Sikhote-Alin Range, Primorskii Territory, Russia",2022,"М. Г. Волкович, М. Е. Сергеев, Р. Крулик",Россия,Сихотэ-Алинский заповедник ,https://link.springer.com/article/10.1134/S0013873822070107,45.049,136.620,
Насекомые Лазовского заповедника,2009,Г.А. Ануфриев и др.,Россия,с. Лазо,https://www.zin.ru/animalia/coleoptera/pdf/insect_lazovzap_2009.pdf,43.375,133.884,
Насекомые Лазовского заповедника,2009,Г.А. Ануфриев и др.,Россия,с. Глазковка,https://www.zin.ru/animalia/coleoptera/pdf/insect_lazovzap_2009.pdf,43.073,134.175,
Насекомые Лазовского заповедника,2009,Г.А. Ануфриев и др.,Россия,бухта Проселочная,https://www.zin.ru/animalia/coleoptera/pdf/insect_lazovzap_2009.pdf,42.917,134.200,
Насекомые Лазовского заповедника,2009,Г.А. Ануфриев и др.,Россия,пос. Преображение,https://www.zin.ru/animalia/coleoptera/pdf/insect_lazovzap_2009.pdf,42.900,133.917,
Насекомые Лазовского заповедника,2009,Г.А. Ануфриев и др.,Россия,бухта Америка,https://www.zin.ru/animalia/coleoptera/pdf/insect_lazovzap_2009.pdf,42.883,133.250,
Насекомые Лазовского заповедника,2009,Г.А. Ануфриев и др.,Россия,остров Петрова,https://www.zin.ru/animalia/coleoptera/pdf/insect_lazovzap_2009.pdf,42.583,131.150,
Флора и фауна природного парка «Самаровский Чугас». Энтомофауна,2009,Е.В. Колтунов и др.,Россия,"г. Ханты-Мансийск: берег Иртыша в 1,5 км к востоку от конторы природного парка «Самаровский чугас»",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwi71vWUveyTAxWlPhAIHWALBSsQFnoECBoQAQ&url=https%3A%2F%2Fugraoopt.admhmao.ru%2Fupload%2Fmedialibrary%2F741%2Fhqo9xpqqkj0ithi1gg3akw3x9wv1juxc%2FMonografiya-Flora-sosudistykh-rasteniy-zhivogo-napochvennogo-pokrova.pdf&usg=AOvVaw32NDkYJQEOduzNBniW7QfJ&opi=89978449,61.017,69.017,
Verwandlungsgeschichte des Trachys minutus und Rhamphius flavicornis,1862,Lucas [Lukas] Friedrich Julius Dominicus von Heyden,Германия,г. Франкфурт,Deutsche-Ent-Zeitschrift_6_0061-0063.pdf,50.111,8.682,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Сумская обл.: Лебединский р-н: УСПЗ, отд. «Михайловская целина» ",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.583,34.583,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Ровенская обл.: Дубровицкий р-н: с. Переброды,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,51.583,28.550,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Ровенская обл.: Старобельское л-во,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,49.233,38.450,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Ровенская обл.: Сарненский р-н: оз. Сомино;-,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,51.316,26.616,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Киевская обл.: г. Киев: Пуща-Водица;,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.500,30.250,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Киевская обл.: окр. Троещины,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.500,30.600,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Киевская обл.: оз. Редькино (Министерка),https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.517,30.500,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Киевская обл.: лев. берег р. Днепр, ур. Горбачиха.",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.433,30.583,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Киевская обл.: Феофания,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.350,30.483,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Киевская обл.: о. Муромец на Днепре, заказник «Урочище Бобровня»",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.483,30.500,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Киевская обл.: окр. Киева: лес к зап. от Новобеличей;,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.483,30.517,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Киевская обл.: окр. г. Ирпень, 2–3 км ЮВ, ур. Любка",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.500,30.500,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Киевская обл.: с. Круглик,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,50.450,30.500,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Киевская обл.: Кагарлыцкий р-н: окр. с. Стретов,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,49.783,30.750,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Луганская обл.: Станично-Луганский р-н: пгт Кондрашевская Новая,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,48.667,39.533,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Луганская обл.: Станично-Луганский р-н: ЛПЗ, отд. «Придонцовская пойма»",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,48.667,39.533,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Луганская обл.: Меловской р-н: ЛПЗ, отд. «Стрельцовская степь»",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,49.100,38.500,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Донецкая обл.: г. Донецк,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,48.000,37.800,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Донецкая обл.: Краснолиманский р-н: с. Торское,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,48.983,37.950,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Донецкая обл.: Артемовский р-н: с. Дроновка; ,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,48.733,38.067,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,"Донецкая обл.: Артемовский р-н: УСПЗ, отд. «Меловая флора»",https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,48.800,37.833,
